UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
186789745,602011,2023-06-23 23:59:50,2023-06-24 00:00:42,Poza stacją,Poza stacją,1
186788775,602914,2023-06-23 23:49:46,2023-06-24 00:01:21,Wyszyńskiego / Szczytnicka,Kościuszki / Komuny Paryskiej / Zgodna,12
186788453,602404,2023-06-23 23:46:48,2023-06-24 00:01:49,Hubska / Prudnicka,Jagodzińska / Buforowa,16
186788134,602793,2023-06-23 23:43:25,2023-06-24 00:02:40,Kołłątaja / Podwale,Tarnogajska / Klimasa,20
186789952,602376,2023-06-24 00:02:27,2023-06-24 00:02:45,Dyrekcyjna / Borowska (Wroclavia),Dyrekcyjna / Borowska (Wroclavia),1
186790130,603063,2023-06-24 00:04:21,2023-06-24 00:04:37,Zwycięska / Ołtaszyńska,Zwycięska / Ołtaszyńska,1
186789120,604448,2023-06-23 23:53:15,2023-06-24 00:04:55,Grabiszyńska / Stalowa,Powstańcow Śląskich / Aleja Hallera,12
186789327,602444,2023-06-23 23:55:22,2023-06-24 00:05:40,Poza stacją,Poza stacją,11
186789623,602053,2023-06-23 23:58:23,2023-06-24 00:06:50,Komandorska / Sanocka,Powstańcow Śląskich / Aleja Hallera,9
186789653,602377,2023-06-23 23:58:41,2023-06-24 00:07:00,Komandorska / Sanocka,Powstańcow Śląskich / Aleja Hallera,9
186790358,602436,2023-06-24 00:06:50,2023-06-24 00:07:19,Rynek,Rynek,1
186790324,602989,2023-06-24 00:06:32,2023-06-24 00:07:20,Rynek,Rynek,1
186789839,602357,2023-06-24 00:01:04,2023-06-24 00:07:48,Dworzec Główny ,Kamienna / Borowska (Aquapark),7
186787826,602885,2023-06-23 23:40:09,2023-06-24 00:07:57,Plac Kościuszki (Renoma),Hallera / Odkrywców,28
186790379,603962,2023-06-24 00:07:00,2023-06-24 00:08:01,Rynek,Rynek,2
186790169,602957,2023-06-24 00:04:47,2023-06-24 00:08:42,Zwycięska / Ołtaszyńska,Wysoka Nastrojowa,4
186787871,603409,2023-06-23 23:40:37,2023-06-24 00:09:08,Plac Jana Pawła II (Akademia Muzyczna),Osobowicka / Ostrowska,29
186789465,602316,2023-06-23 23:56:41,2023-06-24 00:09:32,Kurkowa / Dubois,Popowice,13
186790025,603179,2023-06-24 00:03:14,2023-06-24 00:11:23,Świdnicka / Piłsudskiego (Hotel Scandic),Świdnicka / Piłsudskiego (Hotel Scandic),9
186790013,604012,2023-06-24 00:03:07,2023-06-24 00:11:27,Świdnicka / Piłsudskiego (Hotel Scandic),Świdnicka / Piłsudskiego (Hotel Scandic),9
186787497,602481,2023-06-23 23:36:11,2023-06-24 00:11:48,Kamieńskiego / Jutrosińska,Kamieńskiego / Jutrosińska,36
186790826,604112,2023-06-24 00:11:58,2023-06-24 00:13:02,Świdnicka / Piłsudskiego (Hotel Scandic),Świdnicka / Piłsudskiego (Hotel Scandic),2
186789804,602529,2023-06-24 00:00:35,2023-06-24 00:14:21,Olszewskiego / Spółdzielcza,Bacciarellego,14
186789798,602023,2023-06-24 00:00:28,2023-06-24 00:14:25,Olszewskiego / Spółdzielcza,Bacciarellego,14
186790009,602304,2023-06-24 00:03:02,2023-06-24 00:14:27,Dyrekcyjna / Borowska (Wroclavia),Grabiszyńska / Stalowa,12
186790240,604446,2023-06-24 00:05:35,2023-06-24 00:14:44,Poza stacją,Nowowiejska / Górnickiego,10
186790047,602836,2023-06-24 00:03:29,2023-06-24 00:16:12,Szewska / Kazimierza Wielkiego ,Plac Powstańców Śląskich,13
186789893,602834,2023-06-24 00:01:52,2023-06-24 00:16:16,Plac Grunwaldzki (DS Ołówek),Wróblewskiego (Teki),15
186790057,603389,2023-06-24 00:03:36,2023-06-24 00:16:17,Szewska / Kazimierza Wielkiego ,Plac Powstańców Śląskich,13
186790356,604228,2023-06-24 00:06:49,2023-06-24 00:16:20,Plac Jana Pawła II (Akademia Muzyczna),Śrubowa / Strzegomska,10
186790258,602928,2023-06-24 00:05:46,2023-06-24 00:16:21,Legnicka / Młodych Techników,Legnicka / Wejherowska,11
186790593,602053,2023-06-24 00:09:19,2023-06-24 00:16:26,Powstańcow Śląskich / Aleja Hallera,al. Armii Krajowej / Borowska,8
186790145,602843,2023-06-24 00:04:28,2023-06-24 00:16:37,Aleja Kromera,Krzywoustego / Korona,13
186790316,604127,2023-06-24 00:06:27,2023-06-24 00:16:48,Plac Jana Pawła II (Akademia Muzyczna),Śrubowa / Strzegomska,11
186790491,602989,2023-06-24 00:08:15,2023-06-24 00:16:57,Rynek,Poza stacją,9
186790156,602689,2023-06-24 00:04:39,2023-06-24 00:17:05,Aleja Kromera,Krzywoustego / Korona,13
186790809,602223,2023-06-24 00:11:48,2023-06-24 00:17:12,Krzywoustego - Rynek Psie Pole,Gorlicka / Litewska,6
186789599,603337,2023-06-23 23:58:09,2023-06-24 00:17:16,Plac Jana Pawła II (Akademia Muzyczna),Legnicka / Wejherowska,20
186790229,603165,2023-06-24 00:05:28,2023-06-24 00:17:21,Plac Grunwaldzki / Polaka,Wróblewskiego (Teki),12
186789572,602181,2023-06-23 23:57:50,2023-06-24 00:17:23,Plac Jana Pawła II (Akademia Muzyczna),Legnicka / Wejherowska,20
186789916,603242,2023-06-24 00:02:05,2023-06-24 00:18:16,Plac Grunwaldzki (DS Ołówek),Wróblewskiego (Teki),17
186789870,652009,2023-06-24 00:01:33,2023-06-24 00:18:47,Poza stacją,Poza stacją,18
186790162,602274,2023-06-24 00:04:41,2023-06-24 00:19:02,Zwycięska / Ołtaszyńska,Kutrzeby / Hubala,15
186790842,602411,2023-06-24 00:12:07,2023-06-24 00:19:35,Świdnicka / Piłsudskiego (Hotel Scandic),Plac Uniwersytecki (UWr),8
186790938,604012,2023-06-24 00:13:12,2023-06-24 00:19:41,Świdnicka / Piłsudskiego (Hotel Scandic),Plac Uniwersytecki (UWr),7
186790036,602277,2023-06-24 00:03:21,2023-06-24 00:19:50,Ślężna / Aleja Wiśniowa,Krucza / Mielecka / Stalowa,17
186790362,602014,2023-06-24 00:06:52,2023-06-24 00:19:52,Powstańcow Śląskich / Aleja Hallera,Grabiszyńska / Stalowa,13
