UID wynajmu,Numer roweru,Data wynajmu,Data zwrotu,Stacja wynajmu,Stacja zwrotu,Czas trwania
179388798,604169,2023-05-10 23:51:01,2023-05-11 00:00:47,Poza stacją,Traugutta / Pułaskiego,10
179384638,602794,2023-05-10 22:44:12,2023-05-11 00:00:58,Drobnera / Dubois,Drobnera / Dubois,77
179388662,602159,2023-05-10 23:48:12,2023-05-11 00:01:37,Rynek,Popowice,14
179388674,603678,2023-05-10 23:48:27,2023-05-11 00:01:43,Powstańcow Śląskich / Aleja Hallera,Ślężna / Skierniewicka,14
179387271,603502,2023-05-10 23:21:35,2023-05-11 00:02:06,Komandorska / Kamienna,Komandorska / Kamienna,41
179388954,603355,2023-05-10 23:54:13,2023-05-11 00:02:27,Rynek,Plac Świętego Macieja / Trzebnicka,9
179389019,604043,2023-05-10 23:55:31,2023-05-11 00:02:27,Szczęśliwa (Sky Tower),Zaporoska / Grabiszyńska,7
179388943,602073,2023-05-10 23:54:04,2023-05-11 00:02:29,Rynek,Plac Świętego Macieja / Trzebnicka,9
179389100,603165,2023-05-10 23:57:31,2023-05-11 00:02:36,Szczęśliwa (Sky Tower),Zaporoska / Grabiszyńska,6
179389182,602197,2023-05-10 23:59:38,2023-05-11 00:02:57,Hubska / Prudnicka,Bardzka / Piękna,4
179388958,602366,2023-05-10 23:54:15,2023-05-11 00:03:28,Starodębowa (Wrocław Pawłowice),Zatorska / Królewska - pętla MPK,10
179388573,602185,2023-05-10 23:46:38,2023-05-11 00:03:36,Pilczycka (Stadion Miejski),"Kosmonautów / Fieldorfa, szpital wojewódzki",17
179388091,602149,2023-05-10 23:36:18,2023-05-11 00:03:40,pl. Orląt Lwowskich,Wałbrzyska - pętla tramwajowa,28
179389325,602637,2023-05-11 00:03:40,2023-05-11 00:03:59,Zwycięska / Ołtaszyńska,Zwycięska / Ołtaszyńska,1
179388910,603017,2023-05-10 23:53:20,2023-05-11 00:05:47,Szczęśliwa (Sky Tower),Przyjaźni / Karkonoska,13
179389104,604569,2023-05-10 23:57:41,2023-05-11 00:06:08,Plac Legionów,Pereca / Grabiszyńska,9
179389290,602858,2023-05-11 00:02:47,2023-05-11 00:06:26,Pereca / Grabiszyńska,Zaporoska / Grabiszyńska,4
179389139,602348,2023-05-10 23:58:37,2023-05-11 00:06:59,Ślężna / Kamienna (Uniw. Ekonomiczny),al. Armii Krajowej / Bardzka,9
179389416,604397,2023-05-11 00:05:56,2023-05-11 00:07:10,Lotnicza / Na Ostatnim Groszu,Lotnicza / Na Ostatnim Groszu,2
179389080,602968,2023-05-10 23:57:02,2023-05-11 00:07:14,Powstańców Śląskich/Orla,Przyjaźni,11
179389489,602406,2023-05-11 00:07:48,2023-05-11 00:08:06,Fabryczna / Wagonowa,Fabryczna / Wagonowa,1
179389099,603845,2023-05-10 23:57:28,2023-05-11 00:09:00,Powstańcow Śląskich / Aleja Hallera,Grabiszyńska / Magazynierska (Corte Verona),12
179388404,602322,2023-05-10 23:42:30,2023-05-11 00:09:52,Legnicka (Park Magnolia),Popowice,28
179389343,604019,2023-05-11 00:04:04,2023-05-11 00:11:41,Zaporoska / Wielka / Krucza,Zaporoska / Grabiszyńska,8
179389297,602096,2023-05-11 00:02:53,2023-05-11 00:12:13,Poza stacją,Kutrzeby / Hubala,10
179389408,602637,2023-05-11 00:05:33,2023-05-11 00:12:24,Zwycięska / Ołtaszyńska,Kutrzeby / Hubala,7
179389254,602286,2023-05-11 00:01:55,2023-05-11 00:12:55,Poza stacją,Lotnicza / Na Ostatnim Groszu,11
179389365,602995,2023-05-11 00:04:31,2023-05-11 00:13:02,Plac Dominikański (Galeria Dominikańska),Plac Jana Pawła II (Akademia Muzyczna),9
179388930,603872,2023-05-10 23:53:48,2023-05-11 00:13:22,Krzywoustego / Korona,Nowowiejska / Górnickiego,20
179389300,603280,2023-05-11 00:02:57,2023-05-11 00:14:38,Mińska / Stanisławowska,Mińska / Stanisławowska,12
179389527,604500,2023-05-11 00:08:50,2023-05-11 00:14:46,Rynek,Kurkowa / Dubois,6
179389433,603152,2023-05-11 00:06:21,2023-05-11 00:15:40,Szczęśliwa (Sky Tower),Wita Stwosza / Szewska,10
179389721,602514,2023-05-11 00:14:27,2023-05-11 00:17:20,Zaporoska / Grabiszyńska,Pereca / Grabiszyńska,3
179388959,603381,2023-05-10 23:54:17,2023-05-11 00:17:27,Wyszyńskiego / Szczytnicka,Wita Stwosza / Szewska,24
179389455,603329,2023-05-11 00:06:57,2023-05-11 00:17:44,Plac Powstańców Warszawy (Muzeum Narodowe),Legnicka / Młodych Techników,11
179389555,603695,2023-05-11 00:09:21,2023-05-11 00:18:00,Fabryczna / Wagonowa,Strzegomska / Estońska,9
179389157,603495,2023-05-10 23:59:02,2023-05-11 00:18:07,Powstańców Śląskich (Arkady Wrocławskie),Sienkiewicza / Wyszyńskiego,20
179389709,602846,2023-05-11 00:14:05,2023-05-11 00:18:14,Plac Uniwersytecki (UWr),Plac Świętego Macieja / Trzebnicka,5
179389142,603297,2023-05-10 23:58:41,2023-05-11 00:18:24,Poza stacją,Wróblewskiego (ZOO),20
179388941,603719,2023-05-10 23:54:03,2023-05-11 00:18:42,Piaskowa / św. Ducha,Wróblewskiego (ZOO),25
179388950,603220,2023-05-10 23:54:07,2023-05-11 00:19:28,pl. Powstańców Wielkopolskich,Poza stacją,26
179389473,603355,2023-05-11 00:07:19,2023-05-11 00:19:30,Plac Świętego Macieja / Trzebnicka,Kościuszki / Pułaskiego,13
179389403,602839,2023-05-11 00:05:28,2023-05-11 00:20:04,Legnicka / Młodych Techników,Kozanowska / Pilczycka,15
179389694,603359,2023-05-11 00:13:49,2023-05-11 00:20:15,Gliniana / Gajowa,Nyska / Jesionowa,7
179389713,603820,2023-05-11 00:14:12,2023-05-11 00:20:20,Gliniana / Gajowa,Nyska / Jesionowa,7
179389619,602422,2023-05-11 00:11:41,2023-05-11 00:20:47,Sienkiewicza / Piastowska,Promenady Wrocławskie,10
179389564,602391,2023-05-11 00:09:37,2023-05-11 00:20:49,Traktatowa (przystanek kolejowy),Plac Strzegomski / Poznańska,12
179389956,602109,2023-05-11 00:20:28,2023-05-11 00:20:51,Wróblewskiego (ZOO),Wróblewskiego (ZOO),1
179389475,603954,2023-05-11 00:07:24,2023-05-11 00:21:46,Nowowiejska / Jedności Narodowej,Piaskowa / św. Ducha,15
179389881,603221,2023-05-11 00:18:41,2023-05-11 00:21:48,Lotnicza / Bajana,Lotnicza / Metalowców,4
179389542,603272,2023-05-11 00:09:06,2023-05-11 00:23:06,Ślężna / Kamienna (Uniw. Ekonomiczny),Piławska,14
179387647,602578,2023-05-10 23:27:31,2023-05-11 00:24:09,Krucza / Mielecka / Stalowa,Osobowicka - pętla tramwajowa,57
179387549,602401,2023-05-10 23:25:55,2023-05-11 00:24:19,Krucza / Mielecka / Stalowa,Osobowicka - pętla tramwajowa,59
179389922,603709,2023-05-11 00:19:34,2023-05-11 00:24:38,"Paprotna / Obornicka, zajezdnia MPK",Bezpieczna / Obornicka,6
179389768,603529,2023-05-11 00:16:00,2023-05-11 00:25:39,Mińska / Stanisławowska,Mińska / Stanisławowska,10
179389773,602826,2023-05-11 00:16:09,2023-05-11 00:25:55,Jagiełły / Dmowskiego ,Kraszewskiego / Trzebnicka,10
179389872,602995,2023-05-11 00:18:24,2023-05-11 00:26:06,Plac Jana Pawła II (Akademia Muzyczna),Zachodnia / Poznańska,8
179390007,602135,2023-05-11 00:22:11,2023-05-11 00:26:07,Wróblewskiego (ZOO),Wróblewskiego (Teki),4
179390024,602565,2023-05-11 00:22:33,2023-05-11 00:26:25,Świdnicka / Piłsudskiego (Hotel Scandic),Zaporoska / Grabiszyńska,4
179389860,603054,2023-05-11 00:18:07,2023-05-11 00:28:44,Kołłątaja / Podwale,Poniatowskiego / Oleśnicka,11
179389853,602732,2023-05-11 00:18:00,2023-05-11 00:28:51,Kołłątaja / Podwale,Poniatowskiego / Oleśnicka,11
179389588,603545,2023-05-11 00:10:18,2023-05-11 00:29:01,Grabiszyńska / Stalowa,Gliniana / Gajowa,19
179389845,603152,2023-05-11 00:17:50,2023-05-11 00:29:03,Wita Stwosza / Szewska,Wyszyńskiego / Szczytnicka,12
179390088,602985,2023-05-11 00:24:37,2023-05-11 00:29:10,Plac Jana Pawła II (Akademia Muzyczna),Legnicka / Młodych Techników,5
179387933,602156,2023-05-10 23:33:22,2023-05-11 00:29:55,Zaporoska / Grabiszyńska,Plac Legionów,57
179390182,602537,2023-05-11 00:27:35,2023-05-11 00:30:09,Plac Jana Pawła II (Akademia Muzyczna),Plac Jana Pawła II (Akademia Muzyczna),3
179390234,603676,2023-05-11 00:29:28,2023-05-11 00:30:49,"Paprotna / Obornicka, zajezdnia MPK","Paprotna / Obornicka, zajezdnia MPK",2
179390002,604507,2023-05-11 00:21:59,2023-05-11 00:31:47,Żeromskiego / Kluczborska,Wita Stwosza / Szewska,10
179389875,603381,2023-05-11 00:18:33,2023-05-11 00:32:04,Wita Stwosza / Szewska,Wyszyńskiego / Szczytnicka,14
179389863,604054,2023-05-11 00:18:12,2023-05-11 00:32:31,Rynek,Legnicka / Wejherowska,15
179389825,603430,2023-05-11 00:17:24,2023-05-11 00:33:02,Bezpieczna / Obornicka,Popowicka / Niedźwiedzia,16
179390025,603954,2023-05-11 00:22:33,2023-05-11 00:33:19,Piaskowa / św. Ducha,Plac Grunwaldzki (DS Ołówek),11
179389369,604512,2023-05-11 00:04:34,2023-05-11 00:33:30,Rynek,Krzycka / Aleja Karkonoska (Park Południowy),29
179389705,602588,2023-05-11 00:13:58,2023-05-11 00:34:17,Krzywoustego - Rynek Psie Pole,Żeromskiego / Daszyńskiego,21
179389932,603850,2023-05-11 00:19:47,2023-05-11 00:34:24,Drobnera / Dubois,Szczęśliwa (Sky Tower),15
179390281,602156,2023-05-11 00:31:08,2023-05-11 00:34:49,Plac Legionów,Zaporoska / Grabiszyńska,4
179390332,604462,2023-05-11 00:32:30,2023-05-11 00:37:45,Pereca / Grabiszyńska,Grabiszyńska / Magazynierska (Corte Verona),6
179390087,603165,2023-05-11 00:24:33,2023-05-11 00:38:44,Zaporoska / Grabiszyńska,al. Armii Krajowej / Borowska,15
179390106,602083,2023-05-11 00:25:04,2023-05-11 00:38:45,Rynek,Gliniana / Gajowa,14
179390271,602999,2023-05-11 00:30:50,2023-05-11 00:38:53,Poza stacją,Plac Grunwaldzki (DS Ołówek),9
179390265,602645,2023-05-11 00:30:40,2023-05-11 00:39:00,Poza stacją,Plac Grunwaldzki (DS Ołówek),9
179390524,602407,2023-05-11 00:39:43,2023-05-11 00:40:13,Żeromskiego / Daszyńskiego,Żeromskiego / Daszyńskiego,1
179390365,602165,2023-05-11 00:33:20,2023-05-11 00:42:05,Wróblewskiego (Teki),Plac Grunwaldzki (DS Ołówek),9
179388137,604549,2023-05-10 23:37:17,2023-05-11 00:42:19,Powstańcow Śląskich / Aleja Hallera,Kosmonautów / Glinianki / WUWA2,66
179390268,602799,2023-05-11 00:30:46,2023-05-11 00:42:22,Plac Jana Pawła II (Akademia Muzyczna),Stacyjna (Dworzec Mikołajów),12
179390201,603936,2023-05-11 00:28:04,2023-05-11 00:42:26,Krakowska / Leroy Merlin,al. Armii Krajowej / Tarnogajska,15
179390411,603355,2023-05-11 00:35:23,2023-05-11 00:42:57,Kościuszki / Pułaskiego,Gliniana / Gajowa,8
179390351,602567,2023-05-11 00:32:57,2023-05-11 00:43:04,Poza stacją,Bacciarellego / pętla autobusowa,11
179390296,603577,2023-05-11 00:31:26,2023-05-11 00:43:20,Kraszewskiego / Trzebnicka,Bezpieczna/Jugosławiańska,12
179390460,602295,2023-05-11 00:37:04,2023-05-11 00:43:52,Jagiełły / Dmowskiego ,Jagiełły / Dmowskiego ,7
179390164,603162,2023-05-11 00:26:54,2023-05-11 00:43:58,Nowowiejska / Górnickiego,Rynek,18
179390157,603083,2023-05-11 00:26:37,2023-05-11 00:43:59,Nowowiejska / Górnickiego,Poza stacją,18
179390596,603353,2023-05-11 00:43:01,2023-05-11 00:44:16,Komandorska / Sanocka,Komandorska / Sanocka,2
179390203,603398,2023-05-11 00:28:07,2023-05-11 00:46:43,Joliot-Curie (Uwr),Bacciarellego,19
179390661,604195,2023-05-11 00:46:05,2023-05-11 00:47:03,Żeromskiego / Kluczborska,Żeromskiego / Kluczborska,1
179390261,602897,2023-05-11 00:30:28,2023-05-11 00:47:52,Nowowiejska / Wyszyńskiego,Wróblewskiego (Teki),18
179390289,602007,2023-05-11 00:31:15,2023-05-11 00:47:52,Poza stacją,Krucza / Mielecka / Stalowa,17
179390540,604222,2023-05-11 00:40:33,2023-05-11 00:48:31,Sienkiewicza / Wyszyńskiego,al. Kochanowskiego / Śniadeckich ,8
179390534,603506,2023-05-11 00:40:17,2023-05-11 00:49:05,Komandorska / Sanocka,al. Armii Krajowej / Borowska,9
179390500,604576,2023-05-11 00:38:35,2023-05-11 00:49:29,Świeradowska (Ferio Gaj ),Gliniana / Gajowa,11
